AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Dental disease (Rabbit),"The teeth are really important for a rabbit. Without the front teeth known as the incisors, the rabbit cannot strip, cut and snip. The tongue is used to push the collected food back to the grinding teeth where these break the harsh fibre down into small pieces that can be swallowed. Chewing all day is a lot of work on the teeth and eventually teeth wears down. However to allow chewing all day, the teeth grow faster than normal teeth would, therefore if the rabbit eats a low fibre diet the teeth won’t wear down at a fast rate and result in overgrown teeth.","The teeth grow both ways, up and down, so some signs may be strange to be associated with overgrown teeth. This is something really painful for the rabbit, so it is crucial to recognize the signs to take action.",;Wet chin due to excessive salivation ;Teeth grinding ;Creamy white eye discharge ;Runny nose ;Refuse food ;Matted fur ;Caecotrophs stuck to his bottom ( caecotrophs are the pellets produced by the rabbit to re-eat) ;Facial abscess ;Weight loss ;Tongue or buccal lesions,;Pasteurellosis ;Myxomatosis,;Teeth trimming; using scissor clipper or burring. This is done by a trained veterinarian. ;Tooth extraction,";The best food to give to your rabbit is grass or hay and not pelleted food. ;It is important to check your rabbit’s teeth at home. This is done when the rabbit is calm, by lifting the lip with your fingers."
Dermatophytes Infection (Rabbit),"Dermatophytosis, most commonly known as ringworm is a fungal infection. It is transmitted via direct contact and is generally related to poor nutrition, poor hygienic measures and stress.","Areas which are infected are usually raised, red and consist of white flakes.",;Loss of hair ;Patches ;Scratching ;Itching ;Yellowish crusts,;Dermatitis,";oral Antifungals; griseofulvin ;Topical antifungals; itraconazole, clotrimazole, miconazole ;Copper sulphate dip",";Equipment (used for grooming, cleaning) should be disinfected to prevent re infection. ;Separate other rabbits from the infected one. ;Be careful when introducing new rabbits to the household because they may be asymptomatic carriers. ;This disease can be transmitted to humans! Take special precautions by using gloves to handle the infected rabbit!"
Listeriosis,"Listeriosis is a bacterial infection most commonly caused by Listeria monocytogenes,[1] although L. ivanovii and L. grayi have been reported in certain cases. Listeriosis can cause severe illness, including severe sepsis, meningitis, or encephalitis, sometimes resulting in lifelong harm and even death",,"In farm animals the disease occurs towards the end of winter or early spring. The first signs of meningo- encephalitis are stiffness of neck, incoordinated movement of limbs and tendency to move in circles or to lean against a fence or wall. There may be paralysis of muscles of jaw and pharynx. Incoordination becomes progressively more severe until the animal can no longer stand. The cattle which are not severely affected may survive. Abortions in cattle usually occur after 4-8 months of pregnancy and at a comparatively later stage in sheep. In pigs and horses, clinical signs are not common but may develop as encephalitis and septicaemia. In poultry, the disease usually causes sudden death, occasionally there are signs of torticollis, weakness and inco-ordination of the legs.",,,
Heat Stroke (Rabbit),"Heatstroke occurs when a rabbit gets too hot and is unable to regulate their body temperature. Heatstroke is a serious illness for rabbits and can prove fatal. A rabbit’s enclosure should ideally be between 10-20 degrees celsius. In the wild, the temperature of their underground warrens stays at around 10 degrees celsius between winter and summer. However, there’s a fine line as rabbits can start to show signs of heatstroke at 25 degrees celsius. Keep a watchful eye on your rabbit on warmer days, there are some really easy things that you can do to keep your rabbit cool and happy when the sun is out.",N/A,;Stretching out ;Breathing rapidly ;Redness of the ears ;Confusion ;Slow movement ;Salivating,N/A,";Cool water should be available at all times. ;Bathing with cold water during warm weather is ideal, but never attempt to put a rabbit suspected of having a heat stroke under cold running water. ;Provide shady areas and out of direct sunlight. ;Take great care when air conditioning your rabbit because temperature elevation may occur more rapidly after predisposing to heat. ;Grooming your rabbit helps to remove all that excess hair. ;Do not forget to keep your rabbit well hydrated by providing fresh vegetables since they are a good source of water.",N/A
Mastitis,"Mastitis, or inflammation of the mammary gland, is the most common and the most expensive disease of dairy cattle throughout most of the world. Although stress and physical injuries may cause inflammation of the gland, infection by invading bacteria or other microorganisms (fungi, yeasts and possibly viruses) is the primary cause of mastitis. Infections begin when microorganisms penetrate the teat canal and multiply in the mammary gland.",,,,"• success depends on the nature of the aetiological agent involved, the severity of the disease and the extent of fibrosis. • complete recovery with freedom from bacterial infection can be obtained in cases of recent infection and in those where fibrosis has taken place only to a small extent. • such drugs as acriflavine, gramicidin and tyrothricin have now ceased to be in use, and have given place to the more effective drugs, such as sulphonamides, penicillin and streptomycin.",
Footrot,"Foot rot is a common cause of lameness in cattle and occurs most frequently when cattle on pasture are forced to walk through mud to obtain water and feed. However, it may occur among cattle in paddocks as well, under apparently excellent conditions. Foot rot is caused when a cut or scratch in the skin allows infection to penetrate between the claws or around the top of the hoof. Individual cases should be kept in a dry place and treated promptly with medication as directed by a veterinarian. If the disease becomes a herd problem a foot bath containing a 5% solution of copper sulphate placed where cattle are forced to walk though it once or twice a day will help to reduce the number of new infections. In addition, drain mud holes and cement areas around the water troughs where cattle are likely to pick up the infection. Keep pens and areas where cattle gather as clean as possible. Proper nutrition regarding protein, minerals and vitamins will maximize hoof health.",,,,,
Bovine rhinotracheitis,"Infectious bovine rhinotracheitis (IBR) is a highly contagious, infectious respiratory disease that is caused by bovine herpesvirus-1 (bhv-1). It can affect young and older cattle. In addition to causing respiratory disease, this virus can cause conjunctivitis, abortions, encephalitis, and generalised systemic infections. Ibr is characterized by acute inflammation of the upper respiratory tract.",,,,There is no direct treatment for viral diseases. Infected animals should be isolated from the rest of the herd and treated with anti-inflammatory drugs and antibiotics for secondary infections if necessary. Carrier cattle should be identified and removed from the herd.,Control of the disease is based on the use of vaccines.
Mites (Rabbit),"Ear mites infestation is caused by parasites which affect either one ear, both and also surrounding areas such as the neck, head, genital region and the abdomen. The mites create what is known as an ear canker because they irritate the ear and form brown crusts. If untreated it may penetrate the inner ear, cause damage to the brain and can result in totricollis (torsion of the neck).","It might not be easy to recognise, however, skin scales might be very visible on the inner ear, which turn into larger and thicker crusted lesions and can also be accompanied by hair loss. Mites might not be visible to the naked eye but your veterinarian will determine the cause.",";Itching around the ear, neck and head ;Head shaking ;Head scratching ;Hair loss or peeling ;Brown crusty exudates in the ears ;Affected areas may become extremely painful ;Pyrexia ;Lethargy ;Loss of balance",;Ear infections,";Antiparasitic drugs: ivermectin, selamectin ;Topical antibiotics ;oral antibiotics",";The mite is contagious, thus it is imperative to isolate the affected rabbit and treat all rabbits in the household. Clean thoroughly the living area and discard of all organic material in the cage. ;The cage should be cleaned everyday during the treatment period and nothing should be reused. ;Any combs and brushes should be discarded to prevent re-infection. ;Do not attempt to remove the crusts from the skin. ;Important to attend for a follow up 1 month after the treatment commences. Fur mites are not as problematic as ear mites, but are very common and can be easily transmitted by direct contact. Whilst ear mites cause extreme itching, fur mites do not. Dandruff may be noticed coming off your rabbit which can be detected upon placing against a dark background. Insecticides, such as imidacloprid, can be applied to prevent infestations."
Piglet diarrhea or scour,"of all the diseases in the sucking piglet, diarrhea is the most common and probably the most important. In some outbreaks, it is responsible for high morbidity and mortality. The main bacterial causes are E. Coli and Clostridia and the main parasite is Coccidia.",,"Scour in the piglet can occur at any age during sucking but there are often two peak periods, before 5 days and between 7 and 14 days.",,,"• adopt procedures to prevent the spread of the scour - disinfect boots between pens, use a disposable plastic apron when dosing piglets to prevent heavy contamination of clothing, wash hands after handling a scoured litter, disinfect brushes and shovels between pen. • ensure that farrowing houses are only used on an all-in all-out basis with a pressure wash and disinfection between each batch. • farrowing pens must be dry before the house is repopulated. Remember that moisture, warmth, waste food and faeces are ideal for bacterial multiplication. • pen floors should be well maintained. Poor pen hygiene associated with bad drainage predisposes to scour. • look carefully at the part of the pen floor where there are piglet faeces. Is this poorly drained? Do large wet patches develop? If so cover them with extra bedding daily and remove. This is a most important aspect of control. • check nipple drinkers and feeding troughs for leakages. • ensure that faeces are removed daily from behind the sow from the day she enters the farrowing crates until at least 7 days post-farrowing if the floors are slatted. Also remove faeces daily throughout lactation if they are solid concrete. • maintain creep environments that are always warm and comfortable. Fluctuating temperatures are a major trigger factor to scour particularly from 7 to 14 days of age. • assess the environment of all the farrowing house. Poor environments allow heavy bacterial multiplication and a much higher bacterial challenge is likely to break down the colostral immunity. • check the sow's health. Animals affected with enteric or respiratory disease, lameness or mastitis predispose the litter to scour. • where farrowing house floors are very poor, pitted and difficult to clean, brush them over with lime wash containing a phenolic disinfectant. • Colostrum management : it is vital that the piglet receives the maximum amount of colostrum within the first 12 hours of birth. High levels of antibody are only absorbed during this period. Factors such as poor teat access, poor crate design, and particularly the development of agalactia in the sow, associated with udder oedema, reduce intake."
Myxomatosis (Rabbit),"This fatal disease is caused by a myxoma virus and can occur in all domesticated rabbit breeds. Some rabbits are resistant, such as the cottontail and jackrabbits. Transmission can occur via direct contact and through bites from mosquitoes, flies and fleas.",Eye inflammation with milky discharge is the initial symptom.,";Eye inflammation ;Milky eye discharge ;Anorexia ;Weakness ;Lethargy ;Pyrexia ;Death within 48 hours ;Purulent nasal discharge ;Rough coat ;Depression ;Swollen eyelids, ears, nose and lips ;Swelling of the genital area ;Coma",;Dental problems ;Eye infections ;Pasteurellosis,"There is no cure to viral infections. ;Fluids ;Antibiotics; to prevent secondary infections Euthanasia is sometimes recommended, to prevent the long and painful death.",";To prevent your rabbit from contracting this disease, protect against mosquitoes and biting flies. This can be done in several ways; o Surround the living area (even if indoors) with mosquito netting o Avoid outsides in the early mornings and late afternoons o Use flea prevention products such as imidacloprid o Vaccination (if available) ;It is very difficult to accept that the best option for your pet is euthanasia, however, this is a fatal disease and otherwise your rabbit will pass through an agonising death. ;It is very important to disinfect all the equipment used by the infected rabbit. ;Wait 4 months before bringing a new rabbit to ensure complete eradication of the virus."
Pasteurellosis (Rabbit),"This condition is also known as snuffles because of the characteristic snuffling breathing sound. Some rabbits do not show symptoms of infection, because these microorganisms reside in the nasal cavity and upper respiratory system and are kept in equilibrium by the rabbit’s immune system. If the bacteria become active, infection can spread to the sinuses and bones of the face and on long exposure to the eyes, ears and blood. This is a highly contagious disease, and can be transmitted both by direct contact and aerosol.","The characteristic breathing sound and exudates coming out the nose and eyes are the main factor to recognise this condition; however, since the signs are so widespread a nasal swab will usually be taken for testing. Sometimes a complete blood count and urinalysis are also undertaken.",;Strange behaviour ;Staining of the front paws ( with discharge collected whilst grooming) ;Anorexia ;Depression ;Head shaking ;Torticollis ;Excessive tears ;Blockage of the tear ducts ;Shortness of breath ;Scratching of the ears ;Genital infections; thick whitish greyish discharge,;Dental disease ;Ear infection ;Eye infection ;Cold ;Sinusitis,;Antibiotics; enrofloxacin ;Surgery,";Infection can spread through the air and is highly contagious especially for rabbits at birth. They can also contract it during birth or shortly after from close contact with an infected mother. ;Separate your rabbit from others and make sure to keep yourself sanitised to prevent from spreading the disease. ;It is very important to support your rabbit through this condition. Help by cleaning the nostrils, keeping him warm and provide the right nutrition. ;It is imperative to encourage oral fluids either as fresh water or also as leafy vegetables and moistened greens such as parsley, carrots, cilantro etc. ;Do not give high carbohydrate or high fat food. ;If your rabbit is not eating, you have to feed using a syringe appropriate gruel mixture."
Red Eye Syndrome (Rabbit),This is one of the most common eye problems seen in rabbits. Red eye is a result of many different causes; ;Bacterial infections ;Glaucoma: can lead to blindness if untreated ;Corneal ulceration: mainly due to trauma ;Conjunctivitis: inflammation of the lining of the eye ;Keratitis ;Dental disease,"The underlying cause determines different signs, and usually it is a very difficult task to come to the exact cause. However, if your rabbit has a red eye, which can be recognised by swollen and irritated eyes, take immediately to a veterinarian.",;Eye discharge ;Swollen eye ;Impaired vision ;Extra tissue around the eye ;Nasal discharge ;Cold ;Lethargy ;Crusting ;Hair loss around the eyes and nasal area ;Abnormal posture,;Dental disease ;Myxomatosis ;Pasteurellosis,;Topical antibiotics ;Topical atropine ;Topical steroids,";Check you rabbit’s teeth. ;Take particular caution when caring for young rabbits since they are more susceptible to eye disease. ;Minimise source of irritation such as dust and dirt by daily cleaning. ;At first, you can use any commercial eye washing product to remove any debris and dirt form the eye of your rabbit. ;Repeated eye checks may be necessary to monitor outcomes of therapy and especially to prevent blindness."
Trichobezoars (Rabbit),"Rabbits groom themselves continuously, so hair is often found in the stomach but this doesn’t normally cause symptoms. Usually, it is passed with other stomach contents and excreted as faecal pellets. Hair chewing can be due to different reasons, one of them is having a low fibre diet and the other strangely enough is boredom. Rabbits are not capable of vomiting the hair balls like cats, and unfortunately it must be able to pass through the digestive system.","It is very difficult to recognise this condition, so it is best to avoid by practising effective preventative measures. An abnormally distended abdomen might be visible and it calls for an emergency veterinary appointment.",;Weight loss ;Anorexia ;Death within 3 to 4 weeks ;Gastric ulceration ;Decreased food intake ;Abdominal distension ;Pain ;Dehydration ;Diarrhoea ;Weakness ;Teeth grinding,;Pasteurellosis,;Add magnesium oxide to the diet ;Motility stimulants; such as metoclopramide ;Fluid therapy ;Pain medication ;Antiulcer therapy ;Probiotics,";To stop boredom, provide an environment where the rabbit can play and keep himself busy. ;To treat an early case, pineapple juice can be given since it contains bromelain, which is a digestive enzyme and helps to break up the hairball. Canned pineapple juice is not effective since the enzyme is destroyed with the process of canning. ;The best option is to prevent by providing your rabbit with a high fibre diet. ;Daily combing helps to remove any loose hair. ;Avoid stressing the rabbit by changing the environment for no reason."
PPR (goat plague),PPR (Peste des petits ruminants) is a most important viral disease of goat capable of heavy mortality and commonly called as goat plague.,,"The clinical sign of PPR in goats is often fulminating and fatal although apparent infection occurs in endemic areas. Incubation period may range from 2-6 days in field conditions. In acute form, there is sudden onset of fever with rectal temperature of at least 40°- 41°C. The affected goats show dullness, sneezing, serous discharge from the eyes and nostrils. During this stage farmers often think that the animal has developed cold exposure and may attempt to provide protection for cold. In the process goats, may be congregated and accentuate the process of transmission. After 2-3 days, discrete lesions develop in the mouth and extend over the entire oral mucosa, forming diphtheric plaques. During this stage profound halitosis (foul smell) is easily appreciable and the animal is unable to eat due to sore mouth and swollen lips. Latter ocular discharge becomes mucopurulent and the exudate dries up, matting the eyelids and partially occluding the nostrils. Diarrhea develops 3-4 days after the fever and is profuse and faeces may be mucoid or bloody depending upon the damage. Dyspnea and coughing occur later due to secondary pneumonia. Death occurs within one week of the onset of the illness.",,"No specific treatment is recommended for PPR being viral disease. However, mortality rates can be reduced by the use of drugs that control the bacterial and parasitic complications. Lesions around the eyes, nostrils and mouth should be cleaned twice daily with sterile cotton swab. Immediate isolation of affected goats from clinically healthy goats is most importance measure in controlling the spread of infection. Nutritious soft, moist, palatable diet should be given to the affected goats. Provide parenteral energy infusion in anorectic goats along with appetizers. Immediately measures should be taken for notification of disease to nearest government veterinary hospital.",
Ulcerative Pododermatitis (Rabbit),"Ulcerative pododermatitis is commonly referred to as sore hocks where the footpad appears to be crusted, swollen and even bleeding. This can even spread to a bone infection known as osteomyelitis and lead to death. Sore hocks can result from excessive weight due to pressure of the skin on wired floor cages or from trauma. other factors can play a role in predisposing the rabbit such as, nervousness, genetics, heavy breed, urine soaked faeces, type of wire used and posterior paralysis after a spinal cord injury.","It is very easy to recognise from the following signs. However, early detection is crucial to prevent infection moving from the wounds to the bones.",;Swollen foot pad ;Crusts ;Bleeding ;Lethargy ;Bone infection ;Tiptoe walking,;osteomyelitis,;Debriding agents; to clean the lesions ;Topical antibiotics ;Leg amputation,";Condition may recur. ;First use debriding agents to clean the lesions and afterwards apply the topical antibiotics. ;Help your pet to lose weight, by feeding more grass and hay rather than pellets. ;Play with your rabbit to help exercising and moving. ;Remove soiled bedding to ensure the area is kept dry. Make sure to provide non-abrasive and soft bedding. ;Daily checking of the feet can prevent this problem."
Bovine babesiosis (tick fever),"Bovine babesiosis, also known as ""Red Water"", is a disease caused by the protozoan parasite Babesia. It's found in areas where ticks are common, and is transmitted when ticks feed on infected cattle. Ticks can then pass the parasite on to the larvae they produce. Cattle. Cross
breeds are more
susceptible.",,"• high fever • neurologic signs such as incoordination, teeth grinding and mania. Some cattle may be found on the ground with the involuntary movements of the legs. When the nervous symptoms of cerebral babesiosis develop, the outcome is almost always fatal. • dark colored urine • anorexia • animals likely to separate from herd, be weak, depressed and reluctant to move • n b. Bigemina parasitaemia often exceeds 10 per cent and may be as high as 30 per cent. Subacute infections, with less apparent clinical signs, are also seen. High temperature,
jaundice like symptoms,
yellowish mucosal
membrane of eye, rectum
and coffee colour urine",,,"Effective control of tick fevers has been achieved by a combination of measures directed at both the disease and the tick vector. Tick control by acaracide dipping is widely used in endemic areas. Dipping may be done as frequently as every 4-6 weeks in heavily infested areas. The occurrence of resistance of ticks, chemical residues in cattle and environmental concerns over the continued use of insecticides has led to use of integrated strategies for tick control. Babesiosis vaccines are readily available and are highly effective. Anti-tick vaccines are also available in some countries and can be used as part of an integrated program for the control of ticks. Babesiosis can be eradicated by eliminating the host tick(s). In the us, this was accomplished by treating all cattle every two to three weeks with acaricides. In countries where eradication is not feasible, tick control can reduce the incidence of disease. Periodical application of
acaricides in and around the
animal shed and on the
animals. For therapeutic
application, Diaminazine or
Imidocarb can be useful."
Coccidiosis (Pigeons),This is a very common intestinal disease amongst pigeons worldwide due to the protozoa Coccidia which reside in the small intestine of nearly all pigeons. It forms long lasting oocytes and following incubation these become infective.,"Coccidia oocytes are first ingested by the pigeon and development takes place in the intestine within 4 to 7 days in different stages, resulting in damage to the intestinal wall. As a result, the pigeon starts to excrete oocytes again. Two forms of coccidiosis: 1. Asymptomatic form : occurs most frequently. Birds develop resistance/ immunity with the help of the internal defence mechanisms to the first small quantities of oocytes ingested. This immunity is strengthened constantly by the ingestion of small amounts of oocytes in turn protecting against the severe form. 2. Acute/ Visible form : occurs at extremes of age; Young pigeons still without resistance to the oocytes or older pigeons whose immunity is lowered by stress factors.","Asymptomatic form: ;Appear healthy but less lively ;Droppings sometimes soft (small amounts of oocytes present in faeces) Acute form: ;Noticeably affected ;Noxious, watery-like, greenish and sometimes bloody diarrhoea (large amounts if oocytes present in faeces) ;Puffed up feathers General condition impaired: reduced feed and increase water intake resulting in general malaise and malnutrition.",;E.coli infection ;Salmonellosis ;Worm infestation,"Asymptomatic form: Do not treat, although they show mild symptoms of infestation so as not to disturb the resistance being developed. Acute form: ;Antiprotozoal agent; amprolium which is a coccidiostat",;Development of feathers will not be disrupted. ;Support treatment by the administration of vitamins particularly A and K3 and supplements of amino acids. ;Use best possible diet.
E.Coli infection (Pigeons),Escherichia coli infection is the second most common disease of the digestive tract following salmonellosis. E.coli bacteria are present as part of the normal flora of the gut of both warm blooded animals and humans. These can also survive for many months in faeces provided that there is an adequate environment. An E.coli bacterium is re-introduced into the body with contaminated feed or water or via inhalation through dust particles.,Rapid multiplication of the E.Coli bacteria results in inflammation of the intestine with consequent diarrhoea in turn leading to loss of water and electrolytes. Bacteria can also penetrate into the bloodstream affecting individual organs resulting in a systemic infection which after only a few hour or days leads to death.,Typical signs of a systemic disorder; ;General condition impaired: reduced feed and increase water intake resulting in general malaise and malnutrition ;Ruffled feathers ;Pain signs; drawn up back and lowered tail ;Respiratory tract may also be involved,;Coccidiosis ;Salmonellosis ;Hexamitiasis,;Nitrofuran antibacterial agents; furazolidone ;Chloramphenicol ;Penicillin antibiotic agents; ampicillin,";Pigeons which are affected with the infection should be selected and separated from the entire flock as these can shed the pathogens. ;Remove factors within the loft which lower the resistance to pathogens: ventilation and waste-air extraction, deficient supply of oxygen, presence of noxious gases, dust in the loft, stocking density. ;Do not leave any feed overnight due to the risk of contamination by insects, mice or rats. Apart from this precaution, feed and water bowls are to be cleaned thoroughly and make sure that no rodents can access the loft."
Endoparasites; Worm infestation (Pigeons),"The type of parasites found in pigeon flocks are roundworms, hairworms and tapeworms, the latter being the least common. These survive by feeding in the intestines of the pigeon. As the name implies the hairworm is a hair-like parasite, very slender and long, with their eggs being the most infectious after 8 to 9 days. The hairworm is not a specific parasite to pigeons only, but can also infect other poultry species. The roundworm occurs only in pigeons, and its eggs become mostly infectious after 2 to 3 weeks. Tapeworms depend on intermediate hosts to be transmitted to pigeons. This can occur through the consumption of snails, ants or beetles.","Tapeworm infestation can be identified by examining the faeces for eggs or segments. However, other parasite infestations are only visible through microscopic examination of the faeces.","Period from ingestion of worm eggs to the first excretion of the eggs in faeces for; o Tapeworm is about 2 weeks o Hairworm is 3 to 4 weeks o Roundworm is 5 to 6 weeks ;Following 10 to 12 days of consumption of the eggs, droppings may vary in consistency and appearance. ;Initially, appetite increases, but upon progression of infestation it diminishes. ;Anorexia; weight loss ;General condition impaired: lifeless, laid-back, reluctance to fly. ;Ruffled feathers",;E.Coli infection ;Salmonellosis ;Coccidiosis,;Anthelmintic agents; fenbendazole,";All pigeons in the flock should be treated at the same time. ;Examine the faces for eggs or segments to ensure complete eradication. ;Do not treat if pigeon is nurturing the young or whilst in the main process of moulting. ;Do not leave any feed overnight due to the risk of contamination by insects. Apart from this precaution, feed and water bowls are to be cleaned thoroughly and make sure that no insects can access the loft."
Hexamitiasis (Pigeons),"Pigeons usually present with this disease due to the flagella, Hexamita columbae which affects the rectum. Flocks are mostly to become infected during the summer and autumn period. The incubation period is about 4 to 5 days.","Adult pigeons infected with hexamitiasis do not usually present with noticeable signs and symptoms, but it can be recognised because there is an increase in the quantity of droppings.",";Watery-like or bloody and noxious diarrhoea ;General condition impaired; reduced feed and increase water intake resulting in general malaise and malnutrition. ;Young pigeons; the entire intestines become involved with bloody diarrhoea, sometimes leading to death.",;E.coli infection ;Salmonellosis ;Coccidiosis ;Paramyxovirus infection,;Antiprotozoal agents; Dimetridazole ;Aminoglycosides antibiotics; Aminosidine sulphate,";It is important to treat all the pigeons living together at the same time. ;Do not dilute medication if there is the need to increase drinking water (for example, during the hot weather), but following medicated water provide fresh water. ;Do not provide bath water."
Calf scour,"Calves may develop scours due to bacterial or virus infections. Scours is known as ""calf scours"" or neonatal calf diarrhea. The primary causes of scours include: Rota virus, Corona virus, Cryptosporidium parvum, Salmonella and Escherichia coli.","Determine if treatment is required. Calves that are moving around in the pasture, with their tails up, probably do not need treatment. Check to see if the diarrhea is yellow or white. If this is the case, treatment is probably not needed. • Determine if the calf is looking listless. Calves that are lethargic or not participating much in the playful activities with other calves are a red flag to pay attention to. Calves that are also losing condition are also cause for alarm. • Check to see if the calf is dehydrated. You can check for dehydration by pulling on the calf's neck skin. If the skin ""tents"" this is a sign of dehydration. • Determine the calf's body temperature. A normal body temperature ranges from 100.5 °f (38.1 °c) to 102.5 °f (39.2 °c). Anything outside of this range is a sign for treatment. • Separate the sick calf or calves from the healthy herd. You'll want to do this to avoid spreading the disease further. • Administer fluids using your veterinarian-approved electrolyte solution. You may need to inject the fluids via iv or orally. • Follow appropriate nursing care protocol using your vet's guidelines. This may include providing shelter, feed and a warm place to sleep. • A drawback from providing shelter is maintaining infectious control. You will have to work extra to get rid of soiled bedding and disinfect everything that a calf will touch, from the floor to the fence panels and even the feed bucket. • Enthnovet practice: Ingredients needed: vasambu (Acorus calamus) leaves 2 numbers, dried ginger (Zingiber officinale) 50 gm, guava (Psidium guajava) tender leaves 200 gm. The above materials are ground and made into a bolus and administered orally one or two times.",,,,
Infectious catarrh,"Infectious catarrh is a disease of the respiratory tract which often results because of mixed infections (mycoplasma, viruses, fungi and trichomonads). The birds’ resistance to infection is reduced due to the pathogenic bacteria developed (pasteurella, cocci and coli bacteria) and also due to factors within the loft environment.",;Behaviour of the affected pigeon ;Inflammatory changes in the head region and respiratory tract ;Characteristic sound of respiration (example: wheezing) on first suspicion of the disease a veterinary examination is vital.,"Initial stage; ;Sneezing and aqueous nasal discharge Acute stage; ;Nasal discharge becoming mucopurulent and yellowish brown in colour ;General condition impaired; reduced feed and water intake, cessation of down moulting, reluctance to fly. ;Wattle and bridge of nose turn grey ;Beak opened: stringy mucus stretching from the retrolingual region to the palate ;Redding and swelling of pharyngeal mucosa Advanced stage; ;Inflammation extends to windpipe and lower respiratory tract ;Visible and audible catarrh (wheezing) ;White-yellow deposits in the laryngeal region",;ornithosis ;Trichomoniasis,";Pleuromutilin antibiotics; tiamulin, valnemulin ;Aminoglycoside antibiotics; lincomycin, spectinomycin, foramycin ;Tetracycline antibiotics; chlortetracycline ;Macrolide antibiotics; tylosin",";It is important to start treatment immediately upon appearance of first signs. ;Do not provide bath water. ;Do not give any feedstuffs containing calcium (as it binds to tetracycline antibiotics in turn reducing its efficacy). ;No free flight for affected pigeons. ;Remove factors within the loft which lower the resistance to pathogens; ventilation and waste-air extraction, deficient supply of oxygen, presence of noxious gases, dust in the loft, stocking density."
ornithosis (Pigeons),ornithosis is caused by Chlamydia psittaci micro organism through invading internal cells. Transmission of infection can occur; indirectly via inhalation of dust particles containing the pathogen and also directly by ingestion of contaminated food and water with faeces.,"This disease is very difficult to recognise since no clinical sign is definite for ornithosis. A swab either from the nose, eyes or the genital or anal area is taken to confirm diagnosis.","Acute form (occurs in young pigeons): ;Wheezing (recognised as pigeon breaths with half opened beak) ;Inflammation of one or both eyes (presented as redness, yellow crusts and pus covering the whole eye) ;Watery-like diarrhoea Chronic form (occurs in adult pigeons): ;Few or no signs shown",;Paramyxovirus infection ;Infectious catarrh ;Salmonellosis,";Tetracycline antibiotics; chlortetracycline, doxycycline ;Fluoroquinolone antibiotics; enrofloxacin",";Pigeons which are chronic carriers (ie. Appearing healthy following survival of infection) should be selected and separated from the entire flock as these can shed the pathogens at irregular intervals. ;Do not provide bath water. ;Do not give any feedstuffs containing calcium (as it binds to tetracycline antibiotics in turn reducing its efficacy). ;No free flight for affected pigeons. ;Remove factors within the loft which lower the resistance to pathogens: ventilation and waste-air extraction, deficient supply of oxygen, presence of noxious gases, dust in the loft, stocking density. ;To prevent transmission it is very important to take precautions, by using gloves and face masks and applying good hygiene measures. ;This disease can also be transmitted to humans and other mammals, leading to atypical pneumonia and also life threatening acute illness!"
